  Time                  V(C6:2)               V(C7:1)              
  7.791339248657e-003  -1.932912463436e-001  -1.612736407285e-001  
  7.803839248657e-003  -1.886652425434e-001  -1.570388642272e-001  
  7.813601821899e-003  -1.842416231084e-001  -1.530961895245e-001  
  7.824160903931e-003  -1.786775313673e-001  -1.482092270985e-001  
  7.836660903931e-003  -1.710766032994e-001  -1.415975403481e-001  
  7.838223403931e-003  -1.700512924363e-001  -1.407089062690e-001  
  7.841348403931e-003  -1.679516014189e-001  -1.388907063126e-001  
  7.847598403931e-003  -1.635588081985e-001  -1.350918709722e-001  
  7.852224868774e-003  -1.601442819615e-001  -1.321421528860e-001  
  7.857034439087e-003  -1.564512057957e-001  -1.289533177997e-001  
  7.866653579712e-003  -1.486399688154e-001  -1.222096449042e-001  
  7.879153579712e-003  -1.376828438555e-001  -1.127427273268e-001  
  7.891653579712e-003  -1.258768583790e-001  -1.025250805213e-001  
  7.904153579712e-003  -1.132948002123e-001  -9.161042338616e-002  
  7.913830703735e-003  -1.030702821301e-001  -8.272197543889e-002  
  7.924253982544e-003  -9.163239413326e-002  -7.275943480427e-002  
  7.936753982544e-003  -7.740195478061e-002  -6.033899449978e-002  
  7.938316482544e-003  -7.558776255196e-002  -5.875362449056e-002  
  7.941441482544e-003  -7.193769773481e-002  -5.556276406209e-002  
  7.947691482544e-003  -6.455578590611e-002  -4.910518226187e-002  
  7.952287429810e-003  -5.906332736873e-002  -4.429697777015e-002  
  7.957063430786e-003  -5.330357571653e-002  -3.925186110963e-002  
  7.966615432739e-003  -4.164531154883e-002  -2.903247198191e-002  
  7.979115432739e-003  -2.616906874144e-002  -1.545439327045e-002  
  7.991615432739e-003  -1.053148492317e-002  -1.727188839714e-003  
  8.004115432739e-003  5.171029001735e-003  1.205815133029e-002  
  8.013708633423e-003  1.720548367953e-002  2.261954366065e-002  
  8.024128860474e-003  3.020520117315e-002  3.402014406738e-002  
  8.036628860474e-003  4.562391930178e-002  4.752547023343e-002  
  8.038191360474e-003  4.753341408619e-002  4.919636062281e-002  
  8.041316360474e-003  5.133847594734e-002  5.252470274305e-002  
  8.047566360474e-003  5.888776449678e-002  5.912273153919e-002  
  8.052128738403e-003  6.434192009306e-002  6.388455926939e-002  
  8.056880325317e-003  6.996599870336e-002  6.878976168540e-002  
  8.066383499146e-003  8.102212511205e-002  7.841590312854e-002  
  8.078883499146e-003  9.511888394262e-002  9.065024613471e-002  
  8.091383499146e-003  1.086292032234e-001  1.023243523295e-001  
  8.103883499146e-003  1.214697873435e-001  1.133591414902e-001  
  8.113665908814e-003  1.310002036733e-001  1.215017428767e-001  
  8.124177688599e-003  1.406887852014e-001  1.297265672194e-001  
  8.136677688599e-003  1.514080610140e-001  1.387477294294e-001  
  8.138240188599e-003  1.526836293123e-001  1.398145180689e-001  
  8.141365188599e-003  1.551904964874e-001  1.419062978838e-001  
  8.147615188599e-003  1.600238007861e-001  1.459197120426e-001  
  8.152164596558e-003  1.633872268711e-001  1.486952583250e-001  
  8.156897109985e-003  1.667443265922e-001  1.514491700763e-001  
  8.166362136841e-003  1.730134220748e-001  1.565392068172e-001  
  8.178862136841e-003  1.803519770407e-001  1.623798198943e-001  
  8.191362136841e-003  1.865786020951e-001  1.671829547354e-001  
  8.203862136841e-003  1.916549080239e-001  1.709149999574e-001  
  8.213668960571e-003  1.948116571802e-001  1.730780629704e-001  
  8.224202102661e-003  1.973783346370e-001  1.746400761864e-001  
  8.236702102661e-003  1.993022930997e-001  1.754622960056e-001  
  8.238264602661e-003  1.994565512987e-001  1.754859992963e-001  
  8.241389602661e-003  1.997073825694e-001  1.754806565489e-001  
  8.247639602661e-003  1.999780050991e-001  1.752591177771e-001  
  8.252188247681e-003  1.999810963421e-001  1.749212412032e-001  
  8.256914657593e-003  1.998112735457e-001  1.744128628391e-001  
  8.266367477417e-003  1.989433274053e-001  1.729177373666e-001  
  8.278867477417e-003  1.967191495117e-001  1.699694829621e-001  
  8.291367477417e-003  1.932821326456e-001  1.659349030556e-001  
  8.303867477417e-003  1.886534671589e-001  1.608389804651e-001  
  8.313677352905e-003  1.842046737419e-001  1.561194526350e-001  
  8.324213546753e-003  1.786477999692e-001  1.503678712201e-001  
  8.336713546753e-003  1.710423269904e-001  1.426652702998e-001  
  8.338276046753e-003  1.700164623112e-001  1.416376473027e-001  
  8.341401046753e-003  1.679156737854e-001  1.395403761371e-001  
  8.347651046753e-003  1.635207275184e-001  1.351808770049e-001  
  8.352200454712e-003  1.601626582996e-001  1.318725965447e-001  
  8.356924575806e-003  1.565371728894e-001  1.283204314340e-001  
  8.366372817993e-003  1.488757955548e-001  1.208728345896e-001  
  8.378872817993e-003  1.379385328997e-001  1.103573348995e-001  
  8.391372817993e-003  1.261508333201e-001  9.915286035858e-002  
  8.403872817993e-003  1.135853719036e-001  8.733373452724e-002  
  8.413733047485e-003  1.031754298606e-001  7.762835268315e-002  
  8.424305862427e-003  9.157444019530e-002  6.689656031965e-002  
  8.436805862427e-003  7.734183670276e-002  5.384429941755e-002  
  8.438368362427e-003  7.552739976877e-002  5.218900841070e-002  
  8.441493362427e-003  7.187686301764e-002  4.886449771470e-002  
  8.447743362427e-003  6.449407785268e-002  4.216460335674e-002  
  8.452327865601e-003  5.901477864288e-002  3.721223947271e-002  
  8.457077926636e-003  5.328601834757e-002  3.205260129077e-002  
  8.466269821167e-003  4.207000156583e-002  2.200435128031e-002  
  8.478769821167e-003  2.659958117342e-002  8.260541682652e-003  
  8.491269821167e-003  1.096516551782e-002  -5.491126820077e-003  
  8.503769821167e-003  -4.736854029491e-003  -1.915953190533e-002  
  8.513710922241e-003  -1.720834922894e-002  -2.991032001812e-002  
  8.524352401733e-003  -3.048285942040e-002  -4.124615698890e-002  
  8.536852401733e-003  -4.589737771428e-002  -5.426368610462e-002  
  8.538414901733e-003  -4.780622833009e-002  -5.586431005440e-002  
  8.541539901733e-003  -5.160992303543e-002  -5.904607652854e-002  
  8.547789901733e-003  -5.915616389663e-002  -6.532734618707e-002  
  8.552410263062e-003  -6.467678636459e-002  -6.989555889636e-002  
  8.557187026978e-003  -7.032692824828e-002  -7.454644763716e-002  
  8.566287368774e-003  -8.091166590191e-002  -8.318988167378e-002  
  8.578787368774e-003  -9.501260223683e-002  -9.455446178628e-002  
  8.591287368774e-003  -1.085277542841e-001  -1.052713172162e-001  
  8.603787368774e-003  -1.213737966370e-001  -1.152791301569e-001  
  8.613673538208e-003  -1.310074480154e-001  -1.226576903289e-001  
  8.624276870728e-003  -1.407773429656e-001  -1.300159093085e-001  
  8.636776870728e-003  -1.514894647652e-001  -1.379209635416e-001  
  8.638339370728e-003  -1.527641025840e-001  -1.388490123618e-001  
  8.641464370728e-003  -1.552690856220e-001  -1.406644445142e-001  
  8.647714370728e-003  -1.600985314915e-001  -1.441313623999e-001  
  8.652288192749e-003  -1.634767524466e-001  -1.465286462284e-001  
  8.657031387329e-003  -1.668374417603e-001  -1.488886933748e-001  
  8.666368240356e-003  -1.730172696020e-001  -1.531565326216e-001  
  8.678868240356e-003  -1.803552921269e-001  -1.580779353585e-001  
  8.691368240356e-003  -1.865813643016e-001  -1.620862617363e-001  
  8.703868240356e-003  -1.916571003208e-001  -1.651768960442e-001  
  8.713633865356e-003  -1.948016722935e-001  -1.669534856444e-001  
  8.724206680298e-003  -1.973792629057e-001  -1.682458572642e-001  
  8.736706680298e-003  -1.993027730917e-001  -1.689291360928e-001  
  8.738269180298e-003  -1.994569749912e-001  -1.689502101963e-001  
  8.741394180298e-003  -1.997076935455e-001  -1.689494825958e-001  
  8.747644180298e-003  -1.999780903265e-001  -1.687765287541e-001  
  8.752161544800e-003  -1.999815548775e-001  -1.685092239760e-001  
  8.756910079956e-003  -1.998115233048e-001  -1.680994154107e-001  
  8.766407150269e-003  -1.989382032383e-001  -1.668836257513e-001  
  8.778907150269e-003  -1.967101503277e-001  -1.644769422031e-001  
  8.791407150269e-003  -1.932693139276e-001  -1.611536205166e-001  
  8.803907150269e-003  -1.886369079385e-001  -1.569128730542e-001  
  8.813651412964e-003  -1.842173681011e-001  -1.529737788422e-001  
  8.824204391480e-003  -1.786529720512e-001  -1.480858135022e-001  
  8.836704391480e-003  -1.710482894320e-001  -1.414705451380e-001  
  8.838266891480e-003  -1.700225210605e-001  -1.405814814828e-001  
  8.841391891480e-003  -1.679219233893e-001  -1.387624044398e-001  
  8.847641891480e-003  -1.635273515306e-001  -1.349618339821e-001  
  8.852207321167e-003  -1.601574903354e-001  -1.320505131802e-001  
  8.856948226929e-003  -1.565186723835e-001  -1.289083273503e-001  
  8.866430038452e-003  -1.488277706053e-001  -1.222681922787e-001  
  8.878930038452e-003  -1.378864571626e-001  -1.128147090814e-001  
  8.891430038452e-003  -1.260950278596e-001  -1.026096333558e-001  
  8.903930038452e-003  -1.135261807790e-001  -9.170655222463e-002  
  8.913723129272e-003  -1.031861067547e-001  -8.271771206085e-002  
  8.924245590210e-003  -9.164176812024e-002  -7.266236227980e-002  
  8.936745590210e-003  -7.741167899113e-002  -6.024206057178e-002  
  8.938308090210e-003  -7.559752636528e-002  -5.865670734932e-002  
  8.941433090210e-003  -7.194753792684e-002  -5.546588113282e-002  
  8.947683090210e-003  -6.456576744682e-002  -4.900836902756e-002  
  8.952270645142e-003  -5.908347855047e-002  -4.420903979701e-002  
  8.957034439087e-003  -5.333868912773e-002  -3.917701384938e-002  
  8.966562026978e-003  -4.171094981652e-002  -2.898438839020e-002  
  8.979062026978e-003  -2.623560195345e-002  -1.540714456051e-002  
  8.991562026978e-003  -1.059850288011e-002  -1.680440199701e-003  
  9.004062026978e-003  5.103939487841e-003  1.210474593582e-002  
  9.013682693481e-003  1.717300720433e-002  2.269642736422e-002  
  9.024128860474e-003  3.020520117316e-002  3.412537703942e-002  
  9.036628860474e-003  4.562391930179e-002  4.763049615783e-002  
  9.038191360474e-003  4.753341408620e-002  4.930135818763e-002  
  9.041316360474e-003  5.133847594735e-002  5.262964200246e-002  
  9.047566360474e-003  5.888776449679e-002  5.922754801269e-002  
  9.052124923706e-003  6.433738122491e-002  6.398532031781e-002  
  9.056869644165e-003  6.995342432809e-002  6.888341971033e-002  
  9.066359085083e-003  8.099407477794e-002  7.849591274466e-002  
  9.078859085083e-003  9.509189504925e-002  9.073096064444e-002  
  9.091359085083e-003  1.086034421663e-001  1.024059028750e-001  
  9.103859085083e-003  1.214454129481e-001  1.134416536846e-001  
  9.113656753540e-003  1.309915100654e-001  1.215974354425e-001  
  9.124182266235e-003  1.406928736857e-001  1.298327920822e-001  
  9.136682266235e-003  1.514118194047e-001  1.388532314443e-001  
  9.138244766235e-003  1.526873447687e-001  1.399199270125e-001  
  9.141369766235e-003  1.551941250051e-001  1.420115189516e-001  
  9.147619766235e-003  1.600272512637e-001  1.460245506159e-001  
  9.152168411255e-003  1.633899914801e-001  1.487993580657e-001  
  9.156899398804e-003  1.667459147770e-001  1.515521263288e-001  
  9.166361373901e-003  1.730129411160e-001  1.566401362697e-001  
  9.178861373901e-003  1.803515626363e-001  1.624803497461e-001  
  9.191361373901e-003  1.865782568000e-001  1.672830742556e-001  
  9.203861373901e-003  1.916546339670e-001  1.710146987654e-001  
  9.213671249390e-003  1.948123080394e-001  1.731779920664e-001  
  9.224207443237e-003  1.973794176013e-001  1.747397445065e-001  
  9.236707443237e-003  1.993028530743e-001  1.755609688282e-001  
  9.238269943237e-003  1.994570455905e-001  1.755845468475e-001  
  9.241394943237e-003  1.997077453588e-001  1.755789530793e-001  
  9.247644943237e-003  1.999781045149e-001  1.753569105287e-001  
  9.252193588257e-003  1.999810039595e-001  1.750186660628e-001  
  9.256918472290e-003  1.998110652868e-001  1.745100945607e-001  
  9.266368240356e-003  1.989432289802e-001  1.730148885835e-001  
  9.278868240356e-003  1.967189765657e-001  1.700660180040e-001  
  9.291368240356e-003  1.932818862451e-001  1.660308136823e-001  
  9.303868240356e-003  1.886531488229e-001  1.609342587748e-001  
  9.313679641724e-003  1.842035534164e-001  1.562134471214e-001  
  9.324217361450e-003  1.786456447605e-001  1.504603384422e-001  
  9.336717361450e-003  1.710398424728e-001  1.427568578889e-001  
  9.338279861450e-003  1.700139376662e-001  1.417291253159e-001  
  9.341404861450e-003  1.679130696198e-001  1.396316352828e-001  
  9.347654861450e-003  1.635179673536e-001  1.352716996056e-001  
  9.352204269409e-003  1.601597872452e-001  1.319631024573e-001  
  9.356927627564e-003  1.565347859216e-001  1.284111926710e-001  
  9.366374343872e-003  1.488745151392e-001  1.209642183856e-001  
  9.378874343872e-003  1.379371444448e-001  1.104479959543e-001  
  9.391374343872e-003  1.261493453861e-001  9.924279442790e-002  
  9.403874343872e-003  1.135837936641e-001  8.742293697556e-002  
  9.413734573364e-003  1.031737872259e-001  7.771697437008e-002  
  9.424307388306e-003  9.157273552037e-002  6.698455524886e-002  
  9.436807388306e-003  7.734006839955e-002  5.393154725630e-002  
  9.438369888306e-003  7.552562427126e-002  5.227616235100e-002  
  9.441494888306e-003  7.187507364559e-002  4.895146349450e-002  
  9.447744888306e-003  6.449226280615e-002  4.225119127883e-002  
  9.452330917358e-003  5.901111443345e-002  3.729689572080e-002  
  9.457081741333e-003  5.328139791384e-002  3.213612828673e-002  
  9.466267532349e-003  4.207281342345e-002  2.209398968243e-002  
  9.478767532349e-003  2.660243183327e-002  8.349418550849e-003  
  9.491267532349e-003  1.096803740463e-002  -5.403051772669e-003  
  9.503767532349e-003  -4.733978621844e-003  -1.907230048125e-002  
  9.513711685181e-003  -1.720930441129e-002  -2.982706935400e-002  
  9.524354690552e-003  -3.048570202753e-002  -4.116523995084e-002  
  9.536854690552e-003  -4.590017716241e-002  -5.418359645050e-002  
  9.538417190552e-003  -4.780902116315e-002  -5.578432480307e-002  
  9.541542190552e-003  -5.161270183151e-002  -5.896630075911e-002  
  9.547792190552e-003  -5.915891141070e-002  -6.524799214038e-002  
  9.552414077759e-003  -6.468132246068e-002  -6.981801669617e-002  
  9.557191604614e-003  -7.033231328168e-002  -7.446994519864e-002  
  9.566285842896e-003  -8.090991234302e-002  -8.310823676261e-002  
  9.578785842896e-003  -9.501091494606e-002  -9.447388118289e-002  
  9.591285842896e-003  -1.085261436641e-001  -1.051918330139e-001  
  9.603785842896e-003  -1.213722726179e-001  -1.152007688000e-001  
  9.613673538208e-003  -1.310074480154e-001  -1.225813316922e-001  
  9.624278396606e-003  -1.407787049658e-001  -1.299414568890e-001  
  9.636778396606e-003  -1.514907166712e-001  -1.378474515579e-001  
  9.638340896606e-003  -1.527653401711e-001  -1.387756166912e-001  
  9.641465896606e-003  -1.552702942147e-001  -1.405912803182e-001  
  9.647715896606e-003  -1.600996807091e-001  -1.440586557865e-001  
  9.652290481567e-003  -1.634784093980e-001  -1.464566590197e-001  
  9.657034439087e-003  -1.668395566342e-001  -1.488173904643e-001  
  9.666362136841e-003  -1.730134220748e-001  -1.530818483598e-001  
  9.678862136841e-003  -1.803519770407e-001  -1.580046081141e-001  
  9.691362136841e-003  -1.865786020951e-001  -1.620142144178e-001  
  9.703862136841e-003  -1.916549080239e-001  -1.651060310800e-001  
  9.713630813599e-003  -1.948008035948e-001  -1.668839338166e-001  
  9.724206680298e-003  -1.973792629057e-001  -1.681772239148e-001  
  9.736706680298e-003  -1.993027730917e-001  -1.688609145978e-001  
  9.738269180298e-003  -1.994569749912e-001  -1.688820307820e-001  
  9.741394180298e-003  -1.997076935455e-001  -1.688813810892e-001  
  9.747644180298e-003  -1.999780903265e-001  -1.687085580843e-001  
  9.752162307739e-003  -1.999815418546e-001  -1.684412722337e-001  
  9.756910079956e-003  -1.998115233048e-001  -1.680315787007e-001  
  9.766405624390e-003  -1.989384005502e-001  -1.668160928477e-001  
  9.778905624390e-003  -1.967104966762e-001  -1.644095073645e-001  
  9.791405624390e-003  -1.932698071773e-001  -1.610861843947e-001  
  9.803905624390e-003  -1.886375450484e-001  -1.568453549549e-001  
  9.813651412964e-003  -1.842173681011e-001  -1.529054940445e-001  
  9.824205917358e-003  -1.786521100785e-001  -1.480165367656e-001  
  9.836705917358e-003  -1.710472957310e-001  -1.414008536906e-001  
  9.838268417358e-003  -1.700215113080e-001  -1.405117374278e-001  
  9.841393417358e-003  -1.679208818272e-001  -1.386925550489e-001  
  9.847643417358e-003  -1.635262475661e-001  -1.348917743155e-001  
  9.852208847046e-003  -1.601563418584e-001  -1.319803011977e-001  
  9.856949752808e-003  -1.565174786838e-001  -1.288379591850e-001  
  9.866431564331e-003  -1.488264896766e-001  -1.221975206378e-001  
  9.878931564331e-003  -1.378850682323e-001  -1.127436624421e-001  
  9.891431564331e-003  -1.260935394908e-001  -1.025382482897e-001  
  9.903931564331e-003  -1.135246021481e-001  -9.163487153925e-002  
  9.913724655151e-003  -1.031844641817e-001  -8.264583230796e-002  
  9.924247116089e-003  -9.164006377791e-002  -7.259030181691e-002  
  9.936747116089e-003  -7.740991096885e-002  -6.016983077609e-002  
  9.938309616089e-003  -7.559575114212e-002  -5.858445983133e-002  
  9.941434616089e-003  -7.194574881589e-002  -5.539360052524e-002  
  9.947684616089e-003  -6.456395263458e-002  -4.893603141956e-002  
  9.952271408081e-003  -5.908256260191e-002  -4.413747018682e-002  
  9.957033676148e-003  -5.333961314097e-002  -3.910704235564e-002  
  9.966558212280e-003  -4.171563808458e-002  -2.891770734043e-002  
  9.979058212280e-003  -2.624035421278e-002  -1.534053873281e-002  
  9.991558212280e-003  -1.060328983146e-002  -1.613914763561e-003  
  1.000405821228e-002  5.099147357632e-003  1.217118873694e-002  
  1.001368193054e-002  1.717205200698e-002  2.276615875321e-002  
  1.002412962341e-002  3.020614891388e-002  3.419667306059e-002  
  1.003662962341e-002  4.562485276034e-002  4.770163158373e-002  
  1.003819212341e-002  4.753434535262e-002  4.937247155332e-002  
  1.004131712341e-002  5.133940256047e-002  5.270070997014e-002  
  1.004756712341e-002  5.888868073357e-002  5.929852018854e-002  
  1.005212492371e-002  6.433738122492e-002  6.405542640579e-002  
  1.005686888123e-002  6.995252614638e-002  6.895267160586e-002  
  1.006635679626e-002  8.099144496140e-002  7.856351018603e-002  
  1.007885679626e-002  9.508936472577e-002  9.079843940546e-002  
  1.009135679626e-002  1.086010269362e-001  1.024732614636e-001  
  1.010385679626e-002  1.214431277020e-001  1.135088912840e-001  
  1.011365599060e-002  1.309907855785e-001  1.216658123426e-001  
  1.012418302917e-002  1.406935550885e-001  1.299021375461e-001  
  1.013668302917e-002  1.514124457910e-001  1.389222471542e-001  
  1.013824552917e-002  1.526879639992e-001  1.399889004811e-001  
  1.014137052917e-002  1.551947297456e-001  1.420804072847e-001  
  1.014762052917e-002  1.600278263305e-001  1.460932661270e-001  
  1.015216917419e-002  1.633905443906e-001  1.488679457356e-001  
  1.015689939880e-002  1.667459147770e-001  1.516201464389e-001  
  1.016635984802e-002  1.730119791864e-001  1.567071522648e-001  
  1.017885984802e-002  1.803507338150e-001  1.625471797373e-001  
  1.019135984802e-002  1.865775661969e-001  1.673497143167e-001  
  1.020385984802e-002  1.916540858399e-001  1.710811446142e-001  
  1.021367124939e-002  1.948123080394e-001  1.732445659021e-001  
  1.022420896912e-002  1.973797269789e-001  1.748062016199e-001  
  1.023670896912e-002  1.993030130259e-001  1.756269439882e-001  
  1.023827146912e-002  1.994571867755e-001  1.756504612716e-001  
  1.024139646912e-002  1.997078489716e-001  1.756447457306e-001  
  1.024764646912e-002  1.999781328781e-001  1.754224584774e-001  
  1.025219511414e-002  1.999809775231e-001  1.750840350178e-001  
  1.025691999817e-002  1.998109819511e-001  1.745752768432e-001  
  1.026636976624e-002  1.989430321163e-001  1.730796954672e-001  
  1.027886976624e-002  1.967186306603e-001  1.701303247047e-001  
  1.029136976624e-002  1.932813934306e-001  1.660946169358e-001  
  1.030386976624e-002  1.886525121379e-001  1.609975561265e-001  
  1.031368116760e-002  1.842028065116e-001  1.562763461652e-001  
  1.032421888733e-002  1.786447826483e-001  1.505228088880e-001  
  1.033671888733e-002  1.710388486382e-001  1.428188193199e-001  
  1.033828138733e-002  1.700129277809e-001  1.417910230969e-001  
  1.034140638733e-002  1.679120279266e-001  1.396934057600e-001  
  1.034765638733e-002  1.635168632614e-001  1.353332154691e-001  
  1.035220579529e-002  1.601586387977e-001  1.320244330060e-001  
  1.035692915344e-002  1.565335924161e-001  1.284723308563e-001  
  1.036637586975e-002  1.488732347099e-001  1.210249720114e-001  
  1.037887586975e-002  1.379357559771e-001  1.105082411768e-001  
  1.039137586975e-002  1.261478574404e-001  9.930253183851e-002  
  1.040387586975e-002  1.135822154142e-001  8.748216711536e-002  
  1.041373609924e-002  1.031721445818e-001  7.777580462845e-002  
  1.042430891418e-002  9.157103083703e-002  6.704295679466e-002  
  1.043680891418e-002  7.733830008924e-002  5.398944168519e-002  
  1.043837141418e-002  7.552384876682e-002  5.233399334546e-002  
  1.044149641418e-002  7.187328426694e-002  4.900916757802e-002  
  1.044774641418e-002  6.449044775370e-002  4.230864132524e-002  
  1.045233320618e-002  5.900836626214e-002  3.735333254233e-002  
  1.045708479309e-002  5.327770154481e-002  3.219153640711e-002  
  1.046626600647e-002  4.207468799036e-002  2.215403165961e-002  
  1.047876600647e-002  2.660433227012e-002  8.408960700971e-003  
  1.049126600647e-002  1.096995199459e-002  -5.344035459199e-003  
  1.050376600647e-002  -4.732061682869e-003  -1.901383696239e-002  
  1.051371168518e-002  -1.720930441130e-002  -2.977070501940e-002  
  1.052435621643e-002  -3.048759709546e-002  -4.111096838183e-002  
  1.053685621643e-002  -4.590204345589e-002  -5.412986417622e-002  
  1.053841871643e-002  -4.781088304637e-002  -5.573066051760e-002  
  1.054154371643e-002  -5.161455435629e-002  -5.891277285042e-002  
  1.054779371643e-002  -5.916074307994e-002  -6.519473861676e-002  
  1.055241636658e-002  -6.468404410050e-002  -6.976571637514e-002  
  1.055719465637e-002  -7.033590327162e-002  -7.441858221261e-002  
  1.056628431702e-002  -8.090815877670e-002  -8.305295922520e-002  
  1.057878431702e-002  -9.500922764656e-002  -9.441932225486e-002  
  1.059128431702e-002  -1.085245330342e-001  -1.051380156663e-001  
  1.060378431702e-002  -1.213707485876e-001  -1.151477120810e-001  
  1.061367353821e-002  -1.310074480154e-001  -1.225299878003e-001  
  1.062427992249e-002  -1.407800669531e-001  -1.298917067734e-001  
  1.063677992249e-002  -1.514919685633e-001  -1.377982748274e-001  
  1.063834242249e-002  -1.527665777441e-001  -1.387265107285e-001  
  1.064146742249e-002  -1.552715027931e-001  -1.405423150879e-001  
  1.064771742249e-002  -1.601008299120e-001  -1.440099683471e-001  
  1.065229277039e-002  -1.634800663156e-001  -1.464085612720e-001  
  1.065703672791e-002  -1.668411427494e-001  -1.487694751409e-001  
  1.066635679626e-002  -1.730100552797e-001  -1.530309945544e-001  
  1.067885679626e-002  -1.803490761227e-001  -1.579547356054e-001  
  1.069135679626e-002  -1.865761849394e-001  -1.619652745618e-001  
  1.070385679626e-002  -1.916529895329e-001  -1.650579618279e-001  
  1.071362852478e-002  -1.948001520238e-001  -1.668369630226e-001  
  1.072420744324e-002  -1.973794176013e-001  -1.681309701056e-001  
  1.073670744324e-002  -1.993028530743e-001  -1.688148782420e-001  
  1.073826994324e-002  -1.994570455905e-001  -1.688360156371e-001  
  1.074139494324e-002  -1.997077453588e-001  -1.688354043942e-001  
  1.074764494324e-002  -1.999781045149e-001  -1.686626424261e-001  
  1.075216307068e-002  -1.999815288272e-001  -1.683953877262e-001  
  1.075691084290e-002  -1.998114816898e-001  -1.679857154177e-001  
  1.076639875793e-002  -1.989392882276e-001  -1.667714265298e-001  
  1.077889875793e-002  -1.967120550206e-001  -1.643653479867e-001  
  1.079139875793e-002  -1.932720265810e-001  -1.610424692380e-001  
  1.080389875793e-002  -1.886404118281e-001  -1.568020320625e-001  
  1.081364759827e-002  -1.842192345059e-001  -1.528611281402e-001  
  1.082420515442e-002  -1.786525410669e-001  -1.479707561323e-001  
  1.083670515442e-002  -1.710477925835e-001  -1.413549455851e-001  
  1.083826765442e-002  -1.700220161862e-001  -1.404658127121e-001  
  1.084139265442e-002  -1.679214026102e-001  -1.386465968880e-001  
  1.084764265442e-002  -1.635267995502e-001  -1.348457488564e-001  
  1.085220808411e-002  -1.601569160988e-001  -1.319342267729e-001  
  1.085694898987e-002  -1.565180755354e-001  -1.287918345468e-001  
  1.086643080139e-002  -1.488271301427e-001  -1.221512990456e-001  
  1.087893080139e-002  -1.378857626990e-001  -1.126973237815e-001  
  1.089143080139e-002  -1.260942836766e-001  -1.024918088282e-001  
  1.090393080139e-002  -1.135253914648e-001  -9.158835039251e-002  
  1.091372389221e-002  -1.031852854693e-001  -8.259926153908e-002  
  1.092424787903e-002  -9.163921160359e-002  -7.254220617633e-002  
  1.093674787903e-002  -7.740902695504e-002  -6.012164922076e-002  
  1.093831037903e-002  -7.559486352793e-002  -5.853626961991e-002  
  1.094143537903e-002  -7.194485425793e-002  -5.534539443483e-002  
  1.094768537903e-002  -6.456304522624e-002  -4.888779914156e-002  
  1.095227140808e-002  -5.908256260190e-002  -4.409002547299e-002  
  1.095703291321e-002  -5.334053715298e-002  -3.906040378464e-002  
  1.096655592346e-002  -4.171845103391e-002  -2.887272909232e-002  
  1.097905592346e-002  -2.624320556114e-002  -1.529561961490e-002  
  1.099155592346e-002  -1.060616199934e-002  -1.569058970037e-003  
  1.100405592346e-002  5.096272078102e-003  1.221597887643e-002  
  1.101368116760e-002  1.717109680923e-002  2.281257381768e-002  
  1.102412886047e-002  3.020520117317e-002  3.424301826514e-002  
  1.103662886047e-002  4.562391930181e-002  4.774788433838e-002  
  1.103819136047e-002  4.753341408621e-002  4.941871213094e-002  
  1.104131636047e-002  5.133847594736e-002  5.274692580569e-002  
  1.104756636047e-002  5.888776449680e-002  5.934468504795e-002  
  1.105212416077e-002  6.433647344686e-002  6.410155290604e-002  
  1.105686811829e-002  6.995162796305e-002  6.899875717455e-002  
  1.106635603333e-002  8.099056835217e-002  7.860951103304e-002  
  1.107885603333e-002  9.508852128025e-002  9.084432336653e-002  
  1.109135603333e-002  1.086002218545e-001  1.025190232745e-001  
  1.110385603333e-002  1.214423659478e-001  1.135545263222e-001  
  1.111365675354e-002  1.309915100654e-001  1.217125795057e-001  
  1.112418379211e-002  1.406942364880e-001  1.299487105727e-001  
  1.113668379211e-002  1.514130721738e-001  1.389685794675e-001  
  1.113824629211e-002  1.526885832261e-001  1.400352019713e-001  
  1.114137129211e-002  1.551953344825e-001  1.421266466602e-001  
  1.114762129211e-002  1.600284013935e-001  1.461393794456e-001  
  1.115216993713e-002  1.633910972974e-001  1.489139658355e-001  
  1.115690016174e-002  1.667464441643e-001  1.516660683296e-001  
  1.116636061096e-002  1.730124601532e-001  1.567528740451e-001  
  1.117886061096e-002  1.803511482277e-001  1.625926300784e-001  
  1.119136061096e-002  1.865779115006e-001  1.673948859596e-001  
  1.120386061096e-002  1.916543599057e-001  1.711260310394e-001  
  1.121367201233e-002  1.948125249835e-001  1.732892243739e-001  
  1.122420973206e-002  1.973798816608e-001  1.748506116661e-001  
  1.123670973206e-002  1.993030929948e-001  1.756710550527e-001  
  1.123827223206e-002  1.994572573611e-001  1.756945346641e-001  
  1.124139723206e-002  1.997079007711e-001  1.756887435932e-001  
  1.124764723206e-002  1.999781470528e-001  1.754663045633e-001  
  1.125219587708e-002  1.999809642980e-001  1.751277700770e-001  
  1.125691999817e-002  1.998109819511e-001  1.746189911683e-001  
  1.126636824036e-002  1.989432289802e-001  1.731235208874e-001  
  1.127886824036e-002  1.967189765657e-001  1.701740407198e-001  
  1.129136824036e-002  1.932818862451e-001  1.661382169430e-001  
  1.130386824036e-002  1.886531488229e-001  1.610410326178e-001  
  1.131368116760e-002  1.842028065116e-001  1.563189375357e-001  
